X,Y,Index_,event_unique_id,occurrence_year,Division,homicide_type,occurrence_date,Hood_ID,Neighbourhood,Lat,Long,ObjectId
-8832606.06856636,5429091.75371515,272,2430194,2007,D33,Other,2007/09/25 04:00:00+00,45,Parkwoods-Donalda (45),43.7646408,-79.3446503,172
-8851800.25384275,5427583.64238023,273,2373602,2007,D31,Shooting,2007/09/28 04:00:00+00,25,Glenfield-Jane Heights (25),43.7548561,-79.5170746,173
-8848872.71821412,5424889.65560358,274,2539175,2007,D31,Stabbing,2007/10/02 04:00:00+00,26,Downsview-Roding-CFB (26),43.7373734,-79.4907761,174
-8849203.93822703,5414772.58414037,275,2432106,2007,D12,Shooting,2007/10/06 04:00:00+00,111,Rockcliffe-Smythe (111),43.6716728,-79.4937515,175
-8842250.722457,5416135.3279385,276,2424127,2007,D13,Shooting,2007/10/08 04:00:00+00,94,Wychwood (94),43.6805267,-79.4312897,176
-8851167.52498903,5426856.42403183,277,1902459,2007,D31,Shooting,2007/10/09 04:00:00+00,25,Glenfield-Jane Heights (25),43.7501373,-79.5113907,177
-8828765.5238701,5427918.17467881,278,2421605,2007,D41,Shooting,2007/10/14 04:00:00+00,119,Wexford/Maryvale (119),43.7570267,-79.3101501,178
-8834524.63772628,5435945.14832937,279,2538165,2007,D33,Other,2007/10/18 04:00:00+00,48,Hillcrest Village (48),43.8090858,-79.3618851,179
-8833525.85699099,5413924.2780454,280,2371208,2007,D55,Shooting,2007/10/21 04:00:00+00,68,North Riverdale (68),43.6661606,-79.3529129,180
-8853300.96303008,5410941.4206117,281,2404032,2007,D22,Shooting,2007/10/27 04:00:00+00,14,Islington-City Centre West (14),43.6467743,-79.5305557,181
-8826237.15767155,5420355.77008712,282,2357094,2007,D41,Other,2007/09/01 04:00:00+00,120,Clairlea-Birchmount (120),43.7079391,-79.2874374,182
-8851645.67559783,5426704.16975667,283,2345705,2007,D31,Stabbing,2007/11/03 04:00:00+00,25,Glenfield-Jane Heights (25),43.7491493,-79.515686,183
-8835088.5711347,5412438.01418912,284,2403226,2007,D51,Shooting,2007/11/06 05:00:00+00,73,Moss Park (73),43.6565018,-79.366951,184
-8827562.91714716,5432014.01198822,285,2528917,2007,D42,Shooting,2007/11/23 05:00:00+00,118,Tam O'Shanter-Sullivan (118),43.783596,-79.2993469,185
-8820392.27214771,5433720.52479435,286,2507368,2007,D42,Shooting,2007/11/23 05:00:00+00,132,Malvern (132),43.7946625,-79.2349319,186
-8828632.18538402,5420754.65980971,287,2424731,2007,D54,Stabbing,2007/11/23 05:00:00+00,54,O'Connor-Parkview (54),43.7105293,-79.3089523,187
-8851543.76260401,5429488.07710533,288,2345729,2007,D31,Shooting,2007/11/25 05:00:00+00,24,Black Creek (24),43.7672119,-79.5147705,188
-8815995.452824,5432204.59404987,289,2370103,2007,D43,Shooting,2007/11/28 05:00:00+00,135,Morningside (135),43.784832,-79.1954346,189
-8817900.4298741,5436408.2697337,290,2101272,2007,D42,Shooting,2007/12/02 05:00:00+00,132,Malvern (132),43.812088,-79.2125473,190
-8817730.5674631,5437306.31832543,291,2311686,2007,D42,Shooting,2007/12/14 05:00:00+00,131,Rouge (131),43.8179092,-79.2110214,191
-8834259.6528104,5412715.05097951,292,2428698,2007,D51,Shooting,2007/12/23 05:00:00+00,72,Regent Park (72),43.6583023,-79.3595047,192
-8859595.13401877,5427393.15580879,293,2446147,2007,D23,Stabbing,2007/12/25 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),43.7536201,-79.5870972,193
-8822357.56209792,5430756.54669777,294,3098346,2007,D43,Stabbing,2007/12/01 05:00:00+00,127,Bendale (127),43.7754402,-79.2525864,194
-8835316.18609752,5410505.40399633,295,3654724,2007,D51,Other,2007/02/11 05:00:00+00,77,Waterfront Communities-The Island (77),43.64394,-79.3689957,195
-8829529.0531255,5420510.86102001,296,2586541,2008,D54,Stabbing,2008/01/01 05:00:00+00,54,O'Connor-Parkview (54),43.7089462,-79.317009,196
-8837255.98388434,5414417.98265476,297,2601995,2008,D51,Shooting,2008/01/12 05:00:00+00,75,Church-Yonge Corridor (75),43.6693687,-79.3864212,197
-8833141.12569886,5413923.1084888,298,2532076,2008,D55,Shooting,2008/01/17 05:00:00+00,70,South Riverdale (70),43.666153,-79.3494568,198
-8850968.78630211,5422967.36166347,299,2605959,2008,D31,Shooting,2008/01/22 05:00:00+00,26,Downsview-Roding-CFB (26),43.7248955,-79.5096054,199
-8821481.93411529,5426032.86316379,300,2520381,2008,D43,Shooting,2008/02/01 05:00:00+00,138,Eglinton East (138),43.7447929,-79.2447205,200
-8841693.57953753,5414490.79173591,601,4911563,2013,D14,Other,2013/01/19 05:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),43.6698418,-79.4262848,201
-8833976.83451209,5432541.63789549,602,4902220,2013,D33,Other,2013/02/02 05:00:00+00,47,Don Valley Village (47),43.7870178,-79.3569641,202
-8851779.87124398,5427115.67816243,603,4954079,2013,D31,Shooting,2013/02/11 05:00:00+00,25,Glenfield-Jane Heights (25),43.7518196,-79.5168915,203
-8841542.40766903,5408774.43191972,604,4834800,2013,D14,Shooting,2013/02/10 05:00:00+00,82,Niagara (82),43.6326866,-79.4249268,204
-8859519.54808452,5424140.31095434,605,4920035,2013,D23,Shooting,2013/02/17 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),43.7325096,-79.5864182,205
-8844921.76684689,5418059.72507,606,4896103,2013,D13,Stabbing,2013/03/04 05:00:00+00,109,Caledonia-Fairbank (109),43.6930275,-79.4552841,206
-8857718.1760845,5423222.39354613,607,4847120,2013,D23,Other,2013/03/06 05:00:00+00,4,Rexdale-Kipling (4),43.7265511,-79.5702362,207
-8827880.55618219,5425874.16617657,608,4968037,2013,D41,Other,2013/03/13 04:00:00+00,119,Wexford/Maryvale (119),43.743763,-79.3022003,208
-8835668.64586927,5413498.09219157,609,4779022,2013,D51,Shooting,2013/03/21 04:00:00+00,71,Cabbagetown-South St.James Town (71),43.6633911,-79.3721619,209
-8838777.93283051,5410584.62786895,610,4907315,2013,D14,Shooting,2013/03/28 04:00:00+00,77,Waterfront Communities-The Island (77),43.644455,-79.4000931,210
-8835542.94390027,5412713.88157599,611,5147700,2013,D51,Other,2013/07/09 04:00:00+00,73,Moss Park (73),43.6582947,-79.3710327,211
-8845122.20872201,5422945.02591377,612,4902638,2013,D32,Shooting,2013/03/30 04:00:00+00,31,Yorkdale-Glen Park (31),43.7247505,-79.4570847,212
-8831362.68551395,5436970.27264579,613,4822914,2013,D42,Other,2013/02/06 05:00:00+00,116,Steeles (116),43.815731,-79.3334808,213
-8840548.72536641,5431712.28053418,614,5020177,2013,D32,Other,2013/07/13 04:00:00+00,36,Newtonbrook West (36),43.7816391,-79.4160004,214
-8831362.68551395,5436970.27264579,615,4822914,2013,D42,Other,2013/02/06 05:00:00+00,116,Steeles (116),43.815731,-79.3334808,215
-8834168.78271007,5413348.41244456,616,4837042,2013,D51,Other,2013/04/06 04:00:00+00,72,Regent Park (72),43.6624184,-79.3586884,216
-8839886.2630767,5410544.7235655,617,4799559,2013,D14,Other,2013/07/14 04:00:00+00,82,Niagara (82),43.6441956,-79.4100494,217
-8818181.5449842,5437439.3391507,618,4948721,2013,D42,Shooting,2013/04/25 04:00:00+00,132,Malvern (132),43.8187714,-79.2150726,218
-8858900.40020868,5410295.31788127,619,5172838,2013,D22,Stabbing,2013/07/15 04:00:00+00,12,Markland Wood (12),43.6425743,-79.5808563,219
-8841597.61100451,5427986.374151,620,4924967,2013,D32,Stabbing,2013/04/25 04:00:00+00,38,Lansing-Westgate (38),43.7574692,-79.4254227,220
-8851371.35097667,5425200.56260191,621,4913839,2013,D31,Other,2013/04/29 04:00:00+00,25,Glenfield-Jane Heights (25),43.7393913,-79.5132217,221
-8823594.98955758,5417912.31149933,622,4929615,2013,D41,Stabbing,2013/04/30 04:00:00+00,122,Birchcliffe-Cliffside (122),43.69207,-79.2637024,222
-8858900.40020868,5410295.31788127,623,5172838,2013,D22,Stabbing,2013/07/15 04:00:00+00,12,Markland Wood (12),43.6425743,-79.5808563,223
-8858900.40020868,5410295.31788127,624,5172838,2013,D22,Stabbing,2013/07/15 04:00:00+00,12,Markland Wood (12),43.6425743,-79.5808563,224
-8841147.47951154,5411585.21461301,625,4832188,2013,D14,Shooting,2013/05/19 04:00:00+00,81,Trinity-Bellwoods (81),43.650959,-79.4213791,225
-8827675.02700634,5421061.33090233,626,4823588,2013,D54,Other,2013/05/16 04:00:00+00,54,O'Connor-Parkview (54),43.7125206,-79.300354,226
-8818770.95942405,5437840.72747988,627,5001151,2013,D42,Shooting,2013/05/29 04:00:00+00,131,Rouge (131),43.821373,-79.2203674,227
-8825871.96295006,5435748.61183674,628,5067942,2013,D42,Other,2013/06/03 04:00:00+00,129,Agincourt North (129),43.8078117,-79.2841568,228
-8846631.41158649,5409572.98235995,629,5162653,2013,D11,Shooting,2013/08/05 04:00:00+00,87,High Park-Swansea (87),43.6378784,-79.4706421,229
-8834004.86475987,5416505.2654132,630,5096311,2013,D54,Stabbing,2013/06/27 04:00:00+00,57,Broadview North (57),43.68293,-79.3572159,230
-8854988.52198271,5422409.72348553,631,5143553,2013,D23,Shooting,2013/08/12 04:00:00+00,5,Elms-Old Rexdale (5),43.7212753,-79.5457153,231
-8851688.9900117,5426949.31886661,632,5159817,2013,D31,Shooting,2013/07/28 04:00:00+00,25,Glenfield-Jane Heights (25),43.7507401,-79.5160751,232
-8851063.06277887,5426716.51335479,633,5192957,2013,D31,Shooting,2013/08/23 04:00:00+00,25,Glenfield-Jane Heights (25),43.7492294,-79.5104523,233
-8826476.661556,5428242.71620308,634,GO-20141326860,2014,D41,Other,2014/01/14 05:00:00+00,119,Wexford/Maryvale (119),43.7591324,-79.2895889,234
-8851063.06277887,5426716.51335479,635,5192957,2013,D31,Shooting,2013/08/23 04:00:00+00,25,Glenfield-Jane Heights (25),43.7492294,-79.5104523,235
-8851829.97614679,5418304.0441905,636,GO-20141428622,2014,D23,Shooting,2014/01/29 05:00:00+00,8,Humber Heights-Westmount (8),43.6946144,-79.5173416,236
-8818743.78633635,5429977.92867004,637,GO-20141431240,2014,D43,Other,2014/01/29 05:00:00+00,137,Woburn (137),43.7703896,-79.2201233,237
-8827333.61012807,5419475.23069193,638,GO-20141381673,2014,D54,Stabbing,2014/02/02 05:00:00+00,54,O'Connor-Parkview (54),43.7022209,-79.297287,238
-8827888.2038312,5429837.97062673,639,GO-20141462653,2014,D41,Other,2014/02/03 05:00:00+00,119,Wexford/Maryvale (119),43.7694817,-79.302269,239
-8839256.9405994,5424318.9753965,640,GO-20141470629,2014,D32,Shooting,2014/02/04 05:00:00+00,105,Lawrence Park North (105),43.7336693,-79.4043961,240
-8855798.76089645,5405112.31651958,641,GO-20141500533,2014,D22,Shooting,2014/02/09 05:00:00+00,20,Alderwood (20),43.6088715,-79.5529938,241
-8859104.23732827,5425046.5792049,642,GO-20141518863,2014,D23,Stabbing,2014/02/12 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),43.7383919,-79.5826874,242
-8831789.88519181,5421682.91283543,643,GO-20141663866,2014,D54,Shooting,2014/03/08 05:00:00+00,44,Flemingdon Park (44),43.7165565,-79.3373184,243
-8851876.68580513,5408496.32898584,644,GO-20141667340,2014,D22,Stabbing,2014/03/09 05:00:00+00,14,Islington-City Centre West (14),43.6308784,-79.5177612,244
-8853052.11944036,5419833.55275408,645,5143282,2013,D12,Shooting,2013/09/03 04:00:00+00,113,Weston (113),43.7045479,-79.5283203,245
-8835129.33633222,5435475.00102409,646,5114771,2013,D33,Stabbing,2013/09/12 04:00:00+00,48,Hillcrest Village (48),43.8060379,-79.3673172,246
-8830267.09021751,5416572.79564838,647,5245469,2013,D54,Stabbing,2013/09/14 04:00:00+00,66,Danforth (66),43.6833687,-79.3236389,247
-8857737.71265514,5415491.21677402,648,5269597,2013,D23,Shooting,2013/09/17 04:00:00+00,7,Willowridge-Martingrove-Richview (7),43.676342,-79.5704117,248
-8831065.42907768,5416112.43918864,649,GO-20141668180,2014,D55,Other,2014/03/12 04:00:00+00,65,Greenwood-Coxwell (65),43.680378,-79.3308105,249
-8820185.89694373,5428096.89689766,650,GO-20141703051,2014,D43,Stabbing,2014/03/15 04:00:00+00,137,Woburn (137),43.7581863,-79.233078,250
-8846303.5756861,5417858.28867145,651,5126688,2013,D12,Stabbing,2013/09/20 04:00:00+00,112,Beechborough-Greenbrook (112),43.6917191,-79.4676971,251
-8833352.59933552,5413356.0448681,652,GO-20141703847,2014,D55,Stabbing,2014/03/15 04:00:00+00,70,South Riverdale (70),43.662468,-79.3513565,252
-8828823.27642192,5417003.23361253,653,GO-20141731923,2014,D55,Shooting,2014/03/19 04:00:00+00,62,East End-Danforth (62),43.6861649,-79.3106689,253
-8828823.27642192,5417003.23361253,654,GO-20141731923,2014,D55,Shooting,2014/03/19 04:00:00+00,62,East End-Danforth (62),43.6861649,-79.3106689,254
-8844597.33732292,5414282.36938382,655,GO-20141766614,2014,D11,Shooting,2014/03/25 04:00:00+00,91,Weston-Pellam Park (91),43.6684875,-79.4523697,255
-8835211.72388736,5413663.63986214,656,GO-20141824235,2014,D51,Shooting,2014/04/04 04:00:00+00,71,Cabbagetown-South St.James Town (71),43.6644669,-79.3680573,256
-8817953.08399324,5437489.35745272,657,GO-20141880069,2014,D42,Shooting,2014/04/12 04:00:00+00,131,Rouge (131),43.8190956,-79.2130203,257
-8852071.18321944,5419521.05572021,658,5128923,2013,D12,Stabbing,2013/10/13 04:00:00+00,113,Weston (113),43.7025185,-79.5195084,258
-8844036.79915898,5418573.03518003,659,GO-20142003751,2014,D13,Shooting,2014/05/02 04:00:00+00,107,Oakwood Village (107),43.6963615,-79.4473343,259
-8830774.9742623,5415180.03637758,660,GO-20142145283,2014,D55,Shooting,2014/05/24 04:00:00+00,65,Greenwood-Coxwell (65),43.6743202,-79.3282013,260
-8826248.20056504,5435822.76179714,661,GO-20142242196,2014,D42,Other,2014/06/10 04:00:00+00,129,Agincourt North (129),43.8082924,-79.2875366,261
-8835813.02724883,5412561.86037848,662,GO-20142439822,2014,D51,Shooting,2014/07/06 04:00:00+00,73,Moss Park (73),43.6573067,-79.3734589,262
-8844136.16293646,5422077.1621575,663,GO-20142452482,2014,D32,Shooting,2014/07/08 04:00:00+00,31,Yorkdale-Glen Park (31),43.7191162,-79.4482269,263
-8830647.58023704,5432057.54021382,664,GO-20142499434,2014,D33,Other,2014/07/15 04:00:00+00,46,Pleasant View (46),43.7838783,-79.3270569,264
-8857938.14339831,5411806.48444711,665,GO-20142665166,2014,D22,Stabbing,2014/08/09 04:00:00+00,13,Etobicoke West Mall (13),43.6523972,-79.5722122,265
-8849768.72879552,5416743.67844248,666,GO-20142728301,2014,D12,Shooting,2014/08/18 04:00:00+00,115,Mount Dennis (115),43.6844788,-79.4988251,266
-8838153.69765394,5410519.47964447,667,GO-20142777149,2014,D14,Shooting,2014/08/26 04:00:00+00,77,Waterfront Communities-The Island (77),43.6440315,-79.3944855,267
-8841757.27655016,5413243.91350569,668,GO-20142804113,2014,D14,Other,2014/08/30 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),43.6617393,-79.426857,268
-8835848.69401368,5414099.22075802,669,GO-20141272537,2014,D51,Other,2014/01/03 05:00:00+00,74,North St.James Town (74),43.6672974,-79.3737793,269
-8835379.02595007,5414234.23115273,670,GO-20142849540,2014,D51,Other,2014/09/05 04:00:00+00,71,Cabbagetown-South St.James Town (71),43.6681747,-79.3695602,270
-8827275.85757625,5417487.12698154,671,GO-20142870125,2014,D54,Stabbing,2014/09/08 04:00:00+00,62,East End-Danforth (62),43.6893082,-79.2967682,271
-8850326.71774312,5419576.859086,672,GO-20142870490,2014,D12,Shooting,2014/09/08 04:00:00+00,113,Weston (113),43.7028809,-79.5038376,272
-8838253.06143142,5428383.82142547,673,GO-20142886898,2014,D32,Shooting,2014/09/11 04:00:00+00,40,St.Andrew-Windfields (40),43.7600479,-79.3953781,273
-8853300.96303008,5410941.4206117,674,GO-20142891423,2014,D22,Other,2014/09/11 04:00:00+00,14,Islington-City Centre West (14),43.6467743,-79.5305557,274
-8819254.21959748,5428043.98575913,675,GO-20142905498,2014,D43,Shooting,2014/09/14 04:00:00+00,137,Woburn (137),43.757843,-79.2247086,275
-8833385.72801598,5432639.2931708,676,GO-20142910832,2014,D33,Other,2014/09/14 04:00:00+00,47,Don Valley Village (47),43.7876511,-79.3516541,276
-8849957.27061707,5428722.49818224,677,GO-20142929457,2014,D31,Shooting,2014/09/17 04:00:00+00,27,York University Heights (27),43.7622452,-79.5005188,277
-8859229.08213719,5426344.40967049,678,GO-20142966747,2014,D23,Stabbing,2014/09/23 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),43.7468147,-79.5838089,278
-8831125.73084584,5416317.94740709,679,GO-20142992607,2014,D54,Stabbing,2014/09/27 04:00:00+00,66,Danforth (66),43.6817131,-79.3313522,279
-8818792.19918289,5425731.32735461,680,GO-20143005270,2014,D43,Shooting,2014/09/29 04:00:00+00,139,Scarborough Village (139),43.742836,-79.2205582,280
-8843776.91267577,5418528.40039361,681,GO-20143017592,2014,D13,Stabbing,2014/09/30 04:00:00+00,107,Oakwood Village (107),43.6960716,-79.4449997,281
-8847013.59366228,5415885.20177214,682,GO-20143045566,2014,D12,Shooting,2014/10/05 04:00:00+00,90,Junction Area (90),43.6789017,-79.4740753,282
-8854968.13938395,5419240.27320786,683,GO-20143053009,2014,D23,Shooting,2014/10/06 04:00:00+00,6,Kingsview Village-The Westway (6),43.700695,-79.5455322,283
-8854968.13938395,5419240.27320786,684,GO-20143053009,2014,D23,Shooting,2014/10/06 04:00:00+00,6,Kingsview Village-The Westway (6),43.700695,-79.5455322,284
-8834732.71611848,5412548.93561472,685,GO-20143053896,2014,D51,Shooting,2014/10/06 04:00:00+00,72,Regent Park (72),43.6572227,-79.3637543,285
-8834443.09619928,5433115.772617,686,GO-20143094406,2014,D33,Other,2014/10/13 04:00:00+00,47,Don Valley Village (47),43.790741,-79.3611526,286
-8843018.48185305,5413965.95129034,687,GO-20143107536,2014,D11,Other,2014/10/15 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),43.6664314,-79.4381866,287
-8848341.05632609,5425736.6125057,688,GO-20143208371,2014,D31,Shooting,2014/10/30 04:00:00+00,26,Downsview-Roding-CFB (26),43.7428703,-79.4860001,288
-8846728.22614763,5417744.34757355,689,GO-20143252379,2014,D12,Shooting,2014/11/06 05:00:00+00,110,Keelesdale-Eglinton West (110),43.690979,-79.4715118,289
-8835088.5711347,5412438.01418912,690,5260102,2013,D51,Shooting,2013/09/23 04:00:00+00,73,Moss Park (73),43.6565018,-79.366951,290
-8847996.23307141,5415870.51765265,691,4934653,2013,D12,Other,2013/05/24 04:00:00+00,111,Rockcliffe-Smythe (111),43.6788063,-79.4829025,291
-8837058.94838563,5411505.98216161,692,5237175,2013,D52,Stabbing,2013/10/06 04:00:00+00,76,Bay Street Corridor (76),43.650444,-79.3846512,292
-8838647.98958891,5412228.46880183,693,5229819,2013,D52,Other,2013/10/20 04:00:00+00,78,Kensington-Chinatown (78),43.6551399,-79.3989258,293
-8834815.94970174,5412939.85616895,694,GO-20135070453,2013,D51,Other,2013/11/01 04:00:00+00,72,Regent Park (72),43.6597633,-79.364502,294
-8841259.58937072,5415106.06754765,695,GO-2013939200,2013,D13,Other,2013/11/09 05:00:00+00,94,Wychwood (94),43.6738396,-79.4223862,295
-8827415.98655126,5415882.84677027,696,GO-2013943773,2013,D55,Shooting,2013/11/10 05:00:00+00,62,East End-Danforth (62),43.6788864,-79.298027,296
-8838241.17250981,5423780.06543364,697,GO-20131036741,2013,D32,Stabbing,2013/11/25 05:00:00+00,105,Lawrence Park North (105),43.7301712,-79.3952713,297
-8851023.9896376,5420905.64549923,698,GO-20131225193,2013,D12,Other,2013/12/26 05:00:00+00,23,Pelmo Park-Humberlea (23),43.7115097,-79.5101013,298
-8824540.25901365,5438288.63801113,699,GO-20131231259,2013,D42,Other,2013/12/27 05:00:00+00,130,Milliken (130),43.824276,-79.2721939,299
-8844357.83343848,5427308.50151029,700,4832295,2013,D32,Other,2013/07/04 04:00:00+00,33,Clanton Park (33),43.7530708,-79.4502182,300
-8836693.74253219,5412578.87801168,101,1148137,2005,D52,Shooting,2005/07/31 04:00:00+00,75,Church-Yonge Corridor (75),43.6574173,-79.3813705,301
-8859095.74365112,5424365.39451616,102,1041793,2005,D23,Shooting,2005/08/03 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),43.7339706,-79.5826111,302
-8831323.62350463,5434262.94638468,103,1102449,2005,D42,Shooting,2005/08/05 04:00:00+00,117,L'Amoreaux (117),43.7981796,-79.3331299,303
-8836042.33426791,5413859.70643159,104,1068304,2005,D51,Shooting,2005/08/07 04:00:00+00,71,Cabbagetown-South St.James Town (71),43.665741,-79.3755188,304
-8836042.33426791,5413859.70643159,105,1068304,2005,D51,Shooting,2005/08/07 04:00:00+00,71,Cabbagetown-South St.James Town (71),43.665741,-79.3755188,305
-8852191.77562382,5418490.23235658,106,985817,2005,D23,Shooting,2005/08/13 04:00:00+00,8,Humber Heights-Westmount (8),43.6958237,-79.5205917,306
-8835948.91495124,5414068.10385806,107,1156816,2005,D51,Shooting,2005/08/15 04:00:00+00,71,Cabbagetown-South St.James Town (71),43.6670952,-79.3746796,307
-8831526.60346414,5422018.40181441,108,1072514,2005,D54,Shooting,2005/08/16 04:00:00+00,44,Flemingdon Park (44),43.7187347,-79.3349533,308
-8823920.27624162,5428087.49524586,109,117846,2005,D41,Other,2005/08/18 04:00:00+00,127,Bendale (127),43.7581253,-79.2666245,309
-8850732.67766214,5404210.35393951,110,1183577,2005,D22,Other,2005/08/20 04:00:00+00,18,New Toronto (18),43.6030045,-79.5074844,310
-8818792.19918289,5425731.32735461,111,1189864,2005,D42,Shooting,2005/08/25 04:00:00+00,139,Scarborough Village (139),43.742836,-79.2205582,311
-8850959.44659684,5425160.00959085,112,761120,2005,D31,Shooting,2005/08/30 04:00:00+00,25,Glenfield-Jane Heights (25),43.7391281,-79.5095215,312
-8835441.87693457,5412386.36209455,113,1178414,2005,D51,Other,2005/08/31 04:00:00+00,73,Moss Park (73),43.6561661,-79.3701248,313
-8832495.65076344,5425336.9218683,114,1389771,2005,D33,Stabbing,2005/09/06 04:00:00+00,42,Banbury-Don Mills (42),43.7402763,-79.3436584,314
-8850152.61405952,5419891.11347776,115,1101797,2005,D31,Shooting,2005/09/08 04:00:00+00,28,Rustic (28),43.7049217,-79.5022736,315
-8838678.55792108,5409166.94626195,116,739598,2005,D14,Shooting,2005/09/09 04:00:00+00,82,Niagara (82),43.6352386,-79.3992004,316
-8851543.76260401,5429488.07710533,117,1096519,2005,D31,Shooting,2005/09/10 04:00:00+00,24,Black Creek (24),43.7672119,-79.5147705,317
-8851718.72344769,5427127.43669586,118,1203047,2005,D31,Shooting,2005/09/13 04:00:00+00,25,Glenfield-Jane Heights (25),43.7518959,-79.5163422,318
-8842632.90453279,5409509.02564584,119,1139553,2005,D14,Shooting,2005/09/16 04:00:00+00,85,South Parkdale (85),43.6374626,-79.4347229,319
-8855394.49303368,5423336.38688205,120,1156513,2005,D23,Shooting,2005/09/16 04:00:00+00,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,320
-8855394.49303368,5423336.38688205,121,1156513,2005,D23,Shooting,2005/09/16 04:00:00+00,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,321
-8855394.49303368,5423336.38688205,122,1156513,2005,D23,Shooting,2005/09/16 04:00:00+00,5,Elms-Old Rexdale (5),43.7272911,-79.5493622,322
-8831561.42420086,5418293.46700476,123,1228892,2005,D54,Other,2005/09/22 04:00:00+00,58,Old East York (58),43.6945457,-79.3352661,323
-8812343.46108124,5429979.10026303,124,1141576,2005,D42,Stabbing,2005/10/01 04:00:00+00,136,West Hill (136),43.7703972,-79.1626282,324
-8859754.79956441,5425093.60287944,125,1325246,2005,D23,Shooting,2005/10/22 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),43.7386971,-79.5885315,325
-8860108.10536429,5424797.36697559,126,1265274,2005,D23,Shooting,2005/10/23 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),43.7367744,-79.5917053,326
-8860108.10536429,5424797.36697559,127,1265274,2005,D23,Shooting,2005/10/23 04:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),43.7367744,-79.5917053,327
-8831323.62350463,5434262.94638468,128,1317338,2005,D42,Shooting,2005/11/01 05:00:00+00,117,L'Amoreaux (117),43.7981796,-79.3331299,328
-8843531.46433052,5418718.11897232,129,1345445,2005,D13,Shooting,2005/11/09 05:00:00+00,108,Briar Hill-Belgravia (108),43.6973038,-79.4427948,329
-8839498.98256823,5427837.63059577,130,1356083,2005,D32,Stabbing,2005/11/12 05:00:00+00,51,Willowdale East (51),43.7565041,-79.4065704,330
-8845850.90610874,5416165.86688341,131,1322417,2005,D12,Shooting,2005/11/14 05:00:00+00,91,Weston-Pellam Park (91),43.6807251,-79.4636307,331
-8860287.30748057,5425569.69256341,132,1258191,2005,D23,Shooting,2005/11/18 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),43.741787,-79.5933151,332
-8827810.91470875,5421490.79228159,133,1293148,2005,D54,Other,2005/11/02 05:00:00+00,54,O'Connor-Parkview (54),43.7153091,-79.3015747,333
-8825176.38311184,5426136.32046187,134,1337264,2005,D41,Stabbing,2005/11/26 05:00:00+00,126,Dorset Park (126),43.7454643,-79.2779083,334
-8844187.12499934,5412911.68213184,135,1428567,2005,D11,Shooting,2005/11/29 05:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),43.6595802,-79.4486847,335
-8852284.34891236,5430412.50738702,136,812174,2005,D31,Other,2005/01/26 05:00:00+00,24,Black Creek (24),43.7732086,-79.5214233,336
-8854777.89437418,5430370.75980855,137,1440086,2005,D31,Shooting,2005/12/01 05:00:00+00,21,HUmber Summit (21),43.7729378,-79.5438232,337
-8842609.97271768,5410057.67112347,138,1283750,2005,D14,Other,2005/11/05 05:00:00+00,85,South Parkdale (85),43.6410294,-79.4345169,338
-8841757.27655016,5420227.70768852,139,1439907,2005,D53,Other,2005/12/16 05:00:00+00,102,Forest Hill North (102),43.7071075,-79.426857,339
-8851757.78545701,5427121.56513273,140,1443414,2005,D31,Shooting,2005/12/23 05:00:00+00,25,Glenfield-Jane Heights (25),43.7518578,-79.5166931,340
-8829664.08366783,5416750.71332124,141,1229258,2005,D52,Shooting,2005/12/26 05:00:00+00,64,Woodbine Corridor (64),43.6845245,-79.318222,341
-8843229.96662166,5424695.11102136,142,1158528,2005,D32,Stabbing,2005/09/19 04:00:00+00,33,Clanton Park (33),43.7361107,-79.4400864,342
-8831214.06286179,5435656.81603049,143,1003568,2005,D42,Other,2005/01/24 05:00:00+00,116,Steeles (116),43.8072166,-79.3321457,343
-8844075.8611683,5418557.77711045,144,1426456,2006,D13,Shooting,2006/01/01 05:00:00+00,108,Briar Hill-Belgravia (108),43.6962624,-79.4476852,344
-8840428.96785822,5424552.290454,145,1557753,2006,D32,Other,2006/01/26 05:00:00+00,39,Bedford Park-Nortown (39),43.7351837,-79.4149246,345
-8850094.86150769,5426075.192067,146,1361475,2006,D31,Shooting,2006/02/06 05:00:00+00,25,Glenfield-Jane Heights (25),43.7450676,-79.5017548,346
-8831017.87339121,5434035.2614544,147,1624304,2006,D42,Stabbing,2006/02/09 05:00:00+00,117,L'Amoreaux (117),43.7967033,-79.3303833,347
-8831017.87339121,5434035.2614544,148,1624304,2006,D42,Stabbing,2006/02/09 05:00:00+00,117,L'Amoreaux (117),43.7967033,-79.3303833,348
