X,Y,Index_,event_unique_id,occurrence_year,Division,homicide_type,occurrence_date,Hood_ID,Neighbourhood,Lat,Long,ObjectId
-8831017.87339121,5434035.2614544,149,1624304,2006,D42,Stabbing,2006/02/09 05:00:00+00,117,L'Amoreaux (117),43.7967033,-79.3303833,349
-8831789.88519181,5421682.91283543,150,1511490,2006,D54,Stabbing,2006/02/08 05:00:00+00,44,Flemingdon Park (44),43.7165565,-79.3373184,350
-8826802.79426817,5418035.06103762,151,1559867,2006,D54,Other,2006/03/02 05:00:00+00,61,Taylor-Massey (61),43.6928673,-79.2925186,351
-8813653.07923068,5433421.66754744,152,1597252,2006,D43,Other,2006/03/04 05:00:00+00,134,Highland Creek (134),43.7927246,-79.1743927,352
-8854934.17580731,5426509.00132763,153,1640987,2006,D31,Shooting,2006/03/12 05:00:00+00,22,Humbermede (22),43.7478828,-79.5452271,353
-8818608.74466207,5425784.81075803,154,1591256,2006,D43,Shooting,2006/03/14 05:00:00+00,139,Scarborough Village (139),43.7431831,-79.2189102,354
-8835848.69401368,5414099.22075802,155,1479234,2006,D51,Shooting,2006/03/20 05:00:00+00,74,North St.James Town (74),43.6672974,-79.3737793,355
-8848888.00238021,5417219.92258634,156,1570672,2006,D12,Shooting,2006/03/27 05:00:00+00,115,Mount Dennis (115),43.6875725,-79.4909134,356
-8850700.40614176,5426600.12050741,157,1671071,2006,D31,Shooting,2006/03/27 05:00:00+00,25,Glenfield-Jane Heights (25),43.7484741,-79.5071945,357
-8855362.2215133,5426935.78833976,158,1578377,2006,D31,Other,2006/04/07 04:00:00+00,21,Humber Summit (21),43.7506523,-79.5490723,358
-8846723.1388469,5423693.08728973,159,1673447,2006,D31,Stabbing,2006/04/20 04:00:00+00,26,Downsview-Roding-CFB (26),43.7296066,-79.4714661,359
-8832569.54464143,5431610.53377709,160,1636602,2006,D33,Stabbing,2006/04/26 04:00:00+00,47,Don Valley Village (47),43.7809792,-79.3443222,360
-8830811.49818723,5422064.23947067,161,1473434,2006,D54,Shooting,2006/04/29 04:00:00+00,44,Flemingdon Park (44),43.7190323,-79.3285294,361
-8850889.8051234,5403985.16142768,162,1686110,2006,D22,Stabbing,2006/04/29 04:00:00+00,18,New Toronto (18),43.6015396,-79.5088959,362
-8830267.09021751,5416572.79564838,163,1439616,2006,D54,Stabbing,2006/05/02 04:00:00+00,66,Danforth (66),43.6833687,-79.3236389,363
-8838291.27741261,5411786.52963546,164,1506152,2006,D52,Stabbing,2006/05/15 04:00:00+00,78,Kensington-Chinatown (78),43.6522675,-79.3957214,364
-8826936.98991433,5417992.18395963,165,1714664,2006,D54,Other,2006/05/17 04:00:00+00,61,Taylor-Massey (61),43.6925888,-79.2937241,365
-8841090.57298785,5417007.92879429,166,1465047,2006,D13,Other,2006/05/26 04:00:00+00,106,Humewood-Cedarvale (106),43.6861954,-79.4208679,366
-8818249.49440138,5428464.95597937,167,1630473,2006,D43,Shooting,2006/05/28 04:00:00+00,137,Woburn (137),43.7605743,-79.215683,367
-8850632.46785653,5418462.6264483,168,1441432,2006,D12,Shooting,2006/06/03 04:00:00+00,113,Weston (113),43.6956444,-79.5065842,368
-8848341.05632609,5425736.6125057,169,1677509,2006,D31,Stabbing,2006/06/03 04:00:00+00,26,Downsview-Roding-CFB (26),43.7428703,-79.4860001,369
-8850156.85533212,5421681.15702583,170,1433643,2006,D31,Shooting,2006/06/12 04:00:00+00,28,Rustic (28),43.7165451,-79.5023117,370
-8849011.15513287,5417273.94167946,171,1269372,2006,D12,Stabbing,2006/06/13 04:00:00+00,115,Mount Dennis (115),43.6879234,-79.4920197,371
-8850807.41756826,5422071.2938076,172,1556233,2006,D31,Stabbing,2006/06/22 04:00:00+00,26,Downsview-Roding-CFB (26),43.7190781,-79.5081558,372
-8819228.73856604,5434930.734328,173,1523520,2006,D42,Shooting,2006/06/23 04:00:00+00,132,Malvern (132),43.8025093,-79.2244797,373
-8836692.89650406,5414008.22489595,174,1712933,2006,D51,Other,2006/06/23 04:00:00+00,75,Church-Yonge Corridor (75),43.6667061,-79.3813629,374
-8835266.92722284,5411020.06362784,175,1614702,2006,D51,Shooting,2006/06/26 04:00:00+00,77,Waterfront Communities-The Island (77),43.6472855,-79.3685532,375
-8847013.59366228,5415885.20177214,176,1463143,2006,D12,Shooting,2006/07/02 04:00:00+00,90,Junction Area (90),43.6789017,-79.4740753,376
-8854893.39947783,5403879.61537404,177,1436777,2006,D22,Shooting,2006/07/05 04:00:00+00,20,Alderwood (20),43.600853,-79.5448608,377
-8836146.79647807,5412180.92593976,178,1680741,2006,D51,Shooting,2006/07/11 04:00:00+00,75,Church-Yonge Corridor (75),43.6548309,-79.3764572,378
-8819448.70587985,5439143.30803236,179,1789165,2006,D42,Shooting,2006/07/12 04:00:00+00,131,Rouge (131),43.8298149,-79.2264557,379
-8849011.15513287,5417273.94167946,180,1482034,2006,D12,Shooting,2006/07/12 04:00:00+00,115,Mount Dennis (115),43.6879234,-79.4920197,380
-8860150.57375003,5424089.76419627,181,1720929,2006,D23,Stabbing,2006/07/14 04:00:00+00,1,West Humber-Clairville (1),43.7321815,-79.5920868,381
-8828818.18912119,5421259.3257476,182,1753633,2006,D54,Stabbing,2006/07/15 04:00:00+00,54,O'Connor-Parkview (54),43.7138062,-79.3106232,382
-8828818.18912119,5421259.3257476,183,1436568,2006,D52,Shooting,2006/07/17 04:00:00+00,54,O'Connor-Parkview (54),43.7138062,-79.3106232,383
-8831277.75987442,5416404.85608594,184,1558823,2006,D54,Other,2006/06/02 04:00:00+00,66,Danforth (66),43.6822777,-79.3327179,384
-8818240.1546961,5435747.43951014,185,1436461,2006,D42,Other,2006/07/27 04:00:00+00,132,Malvern (132),43.8078041,-79.2155991,385
-8842842.68611319,5409705.00407645,186,1684861,2006,D11,Other,2006/08/05 04:00:00+00,85,South Parkdale (85),43.6387367,-79.4366074,386
-8837086.12147334,5412747.33272991,187,1467979,2006,D52,Stabbing,2006/09/11 04:00:00+00,76,Bay Street Corridor (76),43.6585121,-79.3848953,387
-8837086.12147334,5412747.33272991,188,1467979,2006,D52,Stabbing,2006/09/11 04:00:00+00,76,Bay Street Corridor (76),43.6585121,-79.3848953,388
-8828422.41493557,5434644.20747254,189,1442534,2006,D42,Shooting,2006/09/14 04:00:00+00,117,L'Amoreaux (117),43.8006516,-79.3070679,389
-8820996.9818856,5429989.08964083,190,1825448,2006,D43,Other,2006/09/17 04:00:00+00,137,Woburn (137),43.770462,-79.2403641,390
-8842010.37254442,5409681.53136033,191,1873074,2006,D14,Shooting,2006/09/17 04:00:00+00,85,South Parkdale (85),43.6385841,-79.4291306,391
-8830489.60674765,5435680.3549116,192,1859866,2006,D42,Stabbing,2006/09/17 04:00:00+00,116,Steeles (116),43.8073692,-79.3256378,392
-8822789.00304838,5420700.62034619,193,1696275,2006,D41,Other,2006/09/21 04:00:00+00,122,Birchcliffe-Cliffside (122),43.7101784,-79.2564621,393
-8836957.03539181,5413422.367201,194,1448580,2006,D51,Other,2006/09/22 04:00:00+00,75,Church-Yonge Corridor (75),43.662899,-79.3837357,394
-8857592.48524745,5428230.95624761,195,1710058,2006,D31,Shooting,2006/09/25 04:00:00+00,21,Humber Summit (21),43.7590561,-79.5691071,395
-8828132.79501637,5422045.43306601,196,1905589,2006,D54,Shooting,2006/10/09 04:00:00+00,43,Victoria Village (43),43.7189102,-79.3044662,396
-8827689.46514429,5423436.87163503,197,1696286,2006,D41,Other,2006/10/17 04:00:00+00,119,Wexford/Maryvale (119),43.7279434,-79.3004837,397
-8815875.6953158,5432890.45995162,198,1603174,2006,D43,Stabbing,2006/10/21 04:00:00+00,135,Morningside (135),43.7892799,-79.1943588,398
-8849484.207309,5408012.90627579,199,1877732,2006,D22,Other,2006/10/27 04:00:00+00,16,Stonegate-Queensway (16),43.6277351,-79.4962692,399
-8834777.7225886,5413914.29065236,200,1855834,2006,D51,Stabbing,2006/10/11 04:00:00+00,71,Cabbagetown-South St.James Town (71),43.6660957,-79.3641586,400
-8836723.47596818,5414110.9627213,801,GO-2016851941,2016,D51,Other,2016/05/18 04:00:00+00,75,Church-Yonge Corridor (75),43.6673737,-79.3816376,401
-8853172.72297669,5419925.19119681,802,GO-2016656231,2016,D12,Other,2016/04/17 04:00:00+00,113,Weston (113),43.705143,-79.5294037,402
-8854389.76783758,5425714.87098517,803,GO-2016965196,2016,D31,Shooting,2016/06/03 04:00:00+00,22,Humbermede (22),43.7427292,-79.5403366,403
-8838411.03492081,5419837.07906953,804,GO-2016989870,2016,D53,Shooting,2016/06/07 04:00:00+00,104,Mount Pleasant West (104),43.7045708,-79.3967972,404
-8839221.2627026,5412547.18154103,805,GO-20161148938,2016,D14,Shooting,2016/07/01 04:00:00+00,78,Kensington-Chinatown (78),43.6572113,-79.4040756,405
-8839221.2627026,5412547.18154103,806,GO-20161148938,2016,D14,Shooting,2016/07/01 04:00:00+00,78,Kensington-Chinatown (78),43.6572113,-79.4040756,406
-8851371.35097667,5425200.56260191,501,3795155,2010,D31,Other,2010/05/29 04:00:00+00,25,Glenfield-Jane Heights (25),43.7393913,-79.5132217,407
-8842991.30876535,5411304.10402326,807,GO-20161116247,2016,D11,Other,2016/07/03 04:00:00+00,84,Little Portugal (84),43.6491318,-79.4379425,408
-8852140.82469288,5424956.64632454,808,GO-20161229465,2016,D31,Shooting,2016/07/13 04:00:00+00,26,Downsview-Roding-CFB (26),43.7378082,-79.520134,409
-8835640.61562149,5411509.5052989,809,GO-20161263080,2016,D51,Other,2016/07/18 04:00:00+00,75,Church-Yonge Corridor (75),43.6504669,-79.3719101,410
-8822968.20516467,5427293.81461569,810,GO-20161329227,2016,D41,Shooting,2016/07/28 04:00:00+00,127,Bendale (127),43.7529755,-79.2580719,411
-8836818.59847306,5414425.031152,811,GO-20161335085,2016,D51,Stabbing,2016/07/29 04:00:00+00,75,Church-Yonge Corridor (75),43.6694145,-79.3824921,412
-8831518.10978699,5415615.68878994,812,GO-20161403032,2016,D55,Other,2016/08/09 04:00:00+00,69,Blake-Jones (69),43.6771507,-79.334877,413
-8835813.02724883,5412561.86037848,813,GO-20161443064,2016,D51,Other,2016/08/15 04:00:00+00,73,Moss Park (73),43.6573067,-79.3734589,414
-8833525.85699099,5413924.2780454,814,GO-2016666749,2016,D51,Other,2016/04/19 04:00:00+00,68,North Riverdale (68),43.6661606,-79.3529129,415
-8840181.82745671,5410193.80694171,815,GO-20161480338,2016,D14,Shooting,2016/08/21 04:00:00+00,82,Niagara (82),43.6419144,-79.4127045,416
-8819044.43801708,5425230.54605982,816,GO-20161506128,2016,D43,Other,2016/08/25 04:00:00+00,139,Scarborough Village (139),43.7395859,-79.2228241,417
-8819044.43801708,5425230.54605982,817,GO-20161506128,2016,D43,Other,2016/08/25 04:00:00+00,139,Scarborough Village (139),43.7395859,-79.2228241,418
-8819044.43801708,5425230.54605982,818,GO-20161506128,2016,D43,Other,2016/08/25 04:00:00+00,139,Scarborough Village (139),43.7395859,-79.2228241,419
-8833458.76473389,5412986.23349854,819,GO-20161520715,2016,D55,Shooting,2016/08/27 04:00:00+00,70,South Riverdale (70),43.6600647,-79.3523102,420
-8841588.26016728,5409491.42916721,820,GO-20161613172,2016,D14,Shooting,2016/09/11 04:00:00+00,85,South Parkdale (85),43.6373482,-79.4253387,421
-8849961.51188967,5429689.78297971,821,GO-20161625137,2016,D31,Stabbing,2016/09/13 04:00:00+00,27,York University Heights (27),43.7685204,-79.5005569,422
-8822464.57352442,5430595.9954773,822,GO-20161696689,2016,D43,Stabbing,2016/09/23 04:00:00+00,127,Bendale (127),43.7743988,-79.2535477,423
-8845116.2642612,5414547.73434686,823,GO-20161688118,2016,D11,Other,2016/09/21 04:00:00+00,91,Weston-Pellam Park (91),43.6702118,-79.4570313,424
-8862135.38913893,5424385.37653237,824,GO-20161743137,2016,D23,Shooting,2016/09/30 04:00:00+00,1,West Humber-Clairville (1),43.7341003,-79.6099167,425
-8836404.13374494,5412102.87309187,825,GO-20141435425,2014,D51,Other,2014/01/30 05:00:00+00,75,Church-Yonge Corridor (75),43.6543236,-79.3787689,426
-8851880.0810496,5419226.18426375,826,GO-20161838374,2016,D12,Shooting,2016/10/16 04:00:00+00,113,Weston (113),43.7006035,-79.5177917,427
-8861049.13354776,5426379.09679822,827,GO-20161855287,2016,D23,Shooting,2016/10/18 04:00:00+00,1,West Humber-Clairville (1),43.7470398,-79.6001587,428
-8856174.99851143,5419061.13734938,828,GO-20161888229,2016,D23,Shooting,2016/10/24 04:00:00+00,6,Kingsview Village-The Westway (6),43.6995316,-79.5563736,429
-8817130.11012976,5429001.19564871,829,GO-20161907779,2016,D43,Shooting,2016/10/27 04:00:00+00,137,Woburn (137),43.7640533,-79.2056274,430
-8840171.63059135,5412278.36599104,830,GO-20161966289,2016,D14,Other,2016/11/05 04:00:00+00,81,Trinity-Bellwoods (81),43.6554642,-79.4126129,431
-8829140.91545695,5423141.87504793,831,GO-20162051533,2016,D33,Shooting,2016/11/18 05:00:00+00,43,Victoria Village (43),43.7260284,-79.3135223,432
-8851987.94963617,5429789.14998728,832,GO-20162055725,2016,D31,Shooting,2016/11/19 05:00:00+00,24,Black Creek (24),43.769165,-79.5187607,433
-8833529.25223546,5413249.20690018,833,GO-20162106299,2016,D55,Shooting,2016/11/27 05:00:00+00,70,South Riverdale (70),43.6617737,-79.3529434,434
-8843394.73059998,5426934.03153021,834,GO-20162138470,2016,D32,Other,2016/12/03 05:00:00+00,33,Clanton Park (33),43.7506409,-79.4415665,435
-8852895.00311106,5427654.19738553,835,GO-20162148586,2016,D31,Stabbing,2016/12/04 05:00:00+00,25,Glenfield-Jane Heights (25),43.7553139,-79.5269089,436
-8832392.04571336,5418169.54393653,836,GO-20162172757,2016,D54,Shooting,2016/12/07 05:00:00+00,58,Old East York (58),43.6937408,-79.3427277,437
-8818696.21951793,5426068.13466812,837,GO-20162210973,2016,D43,Shooting,2016/12/14 05:00:00+00,139,Scarborough Village (139),43.7450218,-79.219696,438
-8842294.03687086,5411859.88724295,838,GO-20162229166,2016,D14,Stabbing,2016/12/16 05:00:00+00,83,Dufferin Grove (83),43.6527443,-79.4316788,439
-8851703.42814966,5419158.04950963,839,GO-20162233489,2016,D12,Shooting,2016/12/17 05:00:00+00,113,Weston (113),43.700161,-79.5162048,440
-8855318.04993936,5419337.78776779,840,GO-20162242930,2016,D23,Shooting,2016/12/18 05:00:00+00,6,Kingsview Village-The Westway (6),43.7013283,-79.5486755,441
-8835441.87693457,5412386.36209455,841,GO-20162276833,2016,D51,Stabbing,2016/12/24 05:00:00+00,73,Moss Park (73),43.6561661,-79.3701248,442
-8835198.97780566,5412185.03400266,842,GO-201743106,2017,D51,Shooting,2017/01/08 05:00:00+00,73,Moss Park (73),43.6548576,-79.3679428,443
-8818579.86838616,5435552.07953629,843,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),43.8065376,-79.2186508,444
-8818579.86838616,5435552.07953629,844,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),43.8065376,-79.2186508,445
-8818579.86838616,5435552.07953629,845,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),43.8065376,-79.2186508,446
-8818579.86838616,5435552.07953629,846,GO-2016215657,2016,D42,Other,2016/02/05 05:00:00+00,132,Malvern (132),43.8065376,-79.2186508,447
-8857738.55868327,5427757.67287156,847,GO-2017137133,2017,D31,Shooting,2017/01/23 05:00:00+00,21,Humber Summit (21),43.7559853,-79.5704193,448
-8851660.97089587,5405606.71912088,848,GO-2017163412,2017,D22,Other,2017/01/26 05:00:00+00,17,Mimico (includes Humber Bay Shores) (17),43.6120872,-79.5158234,449
-8835548.04233294,5411684.98692842,849,GO-2017186988,2017,D51,Shooting,2017/01/30 05:00:00+00,73,Moss Park (73),43.6516075,-79.3710785,450
-8834574.74262909,5413433.52355668,850,GO-2017189239,2017,D51,Shooting,2017/01/30 05:00:00+00,72,Regent Park (72),43.6629715,-79.3623352,451
-8851800.25384275,5427583.64238023,851,GO-2017202856,2017,D31,Shooting,2017/02/01 05:00:00+00,25,Glenfield-Jane Heights (25),43.7548561,-79.5170746,452
-8832419.21880106,5416487.0552702,852,GO-2017222142,2017,D54,Shooting,2017/02/05 05:00:00+00,66,Danforth (66),43.6828117,-79.3429718,453
-8855729.11942301,5421682.32756553,853,GO-2017233559,2017,D23,Shooting,2017/02/06 05:00:00+00,5,Elms-Old Rexdale (5),43.7165527,-79.5523682,454
-8840502.00457613,5430672.44735659,854,GO-2017233897,2017,D32,Other,2017/02/06 05:00:00+00,37,Willowdale West (37),43.7748947,-79.4155807,455
-8827333.61012807,5419475.23069193,855,GO-2017291986,2017,D54,Other,2017/02/16 05:00:00+00,54,O'Connor-Parkview (54),43.7022209,-79.297287,456
-8860492.83665642,5425617.8899436,856,GO-201594334,2015,D23,Other,2015/01/16 05:00:00+00,1,West Humber-Clairville (1),43.7420998,-79.5951614,457
-8832492.25551897,5420284.70108831,857,GO-2017352942,2017,D53,Shooting,2017/02/25 05:00:00+00,55,Thorncliffe Park (55),43.7074776,-79.3436279,458
-8859854.1633419,5424065.66946606,858,GO-2016838159,2016,D23,Shooting,2016/05/15 04:00:00+00,1,West Humber-Clairville (1),43.7320251,-79.5894241,459
-8814797.08737366,5436117.57819387,859,GO-2017468897,2017,D42,Shooting,2017/03/16 04:00:00+00,131,Rouge (131),43.8102036,-79.1846695,460
-8827129.77300848,5419391.81925356,860,GO-2017486409,2017,D54,Shooting,2017/03/18 04:00:00+00,61,Taylor-Massey (61),43.7016792,-79.2954559,461
-8852094.96106267,5417781.92750462,861,GO-2017564412,2017,D11,Shooting,2017/03/31 04:00:00+00,8,Humber Heights-Westmount (8),43.6912231,-79.519722,462
-8831079.02118751,5434151.16214352,862,GO-2017662074,2017,D42,Shooting,2017/04/14 04:00:00+00,117,L'Amoreaux (117),43.7974548,-79.3309326,463
-8832584.82880752,5412989.75720031,863,GO-2017674351,2017,D55,Shooting,2017/04/14 04:00:00+00,70,South Riverdale (70),43.6600876,-79.3444595,464
-8844460.60359238,5418812.67178263,864,GO-2017703097,2017,D13,Shooting,2017/04/21 04:00:00+00,108,Briar Hill-Belgravia (108),43.6979179,-79.4511414,465
-8833803.57685662,5413820.37275269,865,GO-2017402242,2017,D55,Other,2017/03/04 05:00:00+00,68,North Riverdale (68),43.6654854,-79.3554077,466
-8832666.37033452,5414068.10385806,866,GO-2017904599,2017,D55,Shooting,2017/05/22 04:00:00+00,70,South Riverdale (70),43.6670952,-79.345192,467
-8847993.68385507,5417342.66292037,867,GO-20171007434,2017,D12,Other,2017/06/07 04:00:00+00,110,Keelesdale-Eglinton West (110),43.6883698,-79.4828796,468
-8856276.06547712,5426479.02912379,868,GO-20171035511,2017,D31,Shooting,2017/06/11 04:00:00+00,22,Humbermede (22),43.7476883,-79.5572815,469
-8843685.18541536,5414086.89402102,869,GO-20171118832,2017,D11,Stabbing,2017/06/23 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),43.6672173,-79.4441757,470
-8834845.67200578,5413045.52111392,870,GO-20171184598,2017,D51,Shooting,2017/07/02 04:00:00+00,72,Regent Park (72),43.66045,-79.364769,471
-8816414.15882472,5436597.75483412,871,GO-20171319697,2017,D42,Shooting,2017/07/23 04:00:00+00,131,Rouge (131),43.8133163,-79.1991959,472
-8816414.15882472,5436597.75483412,872,GO-20171319697,2017,D42,Shooting,2017/07/23 04:00:00+00,131,Rouge (131),43.8133163,-79.1991959,473
-8817673.67207135,5436128.74660197,873,GO-20171323827,2017,D42,Shooting,2017/07/23 04:00:00+00,132,Malvern (132),43.810276,-79.2105103,474
-8844862.3222388,5421302.78784795,874,GO-20171371751,2017,D32,Shooting,2017/07/30 04:00:00+00,31,Yorkdale-Glen Park (31),43.7140884,-79.4547501,475
-8835367.99418853,5412133.98337327,875,GO-20171378728,2017,D51,Shooting,2017/07/31 04:00:00+00,73,Moss Park (73),43.6545258,-79.3694611,476
-8841090.57298785,5417007.92879429,876,GO-20171379055,2017,D13,Shooting,2017/08/01 04:00:00+00,106,Humewood-Cedarvale (106),43.6861954,-79.4208679,477
-8833609.09057426,5417518.24000833,877,GO-20171377317,2017,D54,Stabbing,2017/07/31 04:00:00+00,57,Broadview North (57),43.6895103,-79.3536606,478
-8850781.93653682,5428266.23615901,878,GO-20171499040,2017,D31,Stabbing,2017/08/17 04:00:00+00,27,York University Heights (27),43.759285,-79.5079269,479
-8832666.37033452,5414068.10385806,879,GO-2017904599,2017,D55,Other,2017/05/22 04:00:00+00,70,South Riverdale (70),43.6670952,-79.345192,480
-8839493.03810742,5412472.04903064,880,GO-20171503946,2017,D14,Shooting,2017/08/20 04:00:00+00,79,University (79),43.656723,-79.406517,481
-8851645.67559783,5426704.16975667,881,GO-20171516247,2017,D31,Stabbing,2017/08/22 04:00:00+00,25,Glenfield-Jane Heights (25),43.7491493,-79.515686,482
-8851435.90514938,5422187.62953486,882,GO-20171578601,2017,D31,Shooting,2017/08/31 04:00:00+00,26,Downsview-Roding-CFB (26),43.7198334,-79.5138016,483
-8855414.02960432,5423392.21332135,883,GO-20171592166,2017,D23,Shooting,2017/09/02 04:00:00+00,5,Elms-Old Rexdale (5),43.7276535,-79.5495377,484
-8821571.95818749,5425211.1477067,884,GO-20171593482,2017,D43,Stabbing,2017/09/06 04:00:00+00,138,Eglinton East (138),43.73946,-79.2455292,485
-8832434.50296715,5429810.33074448,885,GO-20171661261,2017,D33,Stabbing,2017/09/13 04:00:00+00,53,Henry Farm (53),43.7693024,-79.3431091,486
-8826027.3872231,5429748.57679495,886,GO-20171663919,2017,D41,Shooting,2017/09/14 04:00:00+00,126,Dorset Park (126),43.7689018,-79.285553,487
-8834351.38007081,5413503.97048341,887,GO-20171677843,2017,D51,Shooting,2017/09/16 04:00:00+00,72,Regent Park (72),43.6634293,-79.3603287,488
-8837250.03942353,5411131.56801859,888,GO-20171682920,2017,D52,Shooting,2017/09/16 04:00:00+00,77,Waterfront Communities-The Island (77),43.6480103,-79.3863678,489
-8823679.9151971,5418851.44164022,889,GO-20171640198,2017,D41,Stabbing,2017/09/10 04:00:00+00,122,Birchcliffe-Cliffside (122),43.6981697,-79.2644653,490
-8851435.90514938,5422187.62953486,890,GO-20171770154,2017,D31,Shooting,2017/09/29 04:00:00+00,26,Downsview-Roding-CFB (26),43.7198334,-79.5138016,491
-8833270.22291233,5410375.12450662,891,GO-20171778161,2017,D51,Shooting,2017/10/01 04:00:00+00,70,South Riverdale (70),43.6430931,-79.3506165,492
-8833270.22291233,5410375.12450662,892,GO-20171778161,2017,D51,Shooting,2017/10/01 04:00:00+00,70,South Riverdale (70),43.6430931,-79.3506165,493
-8855295.11812425,5418282.32017294,893,GO-20171807017,2017,D23,Shooting,2017/10/05 04:00:00+00,6,Kingsview Village-The Westway (6),43.6944733,-79.5484695,494
-8857718.1760845,5423222.39354613,894,GO-20171798506,2017,D23,Other,2017/10/04 04:00:00+00,4,Rexdale-Kipling (4),43.7265511,-79.5702362,495
-8829410.99880551,5418752.76204885,895,GO-20171821632,2017,D54,Stabbing,2017/10/07 04:00:00+00,60,Woodbine-Lumsden (60),43.6975288,-79.3159485,496
-8855713.82412498,5418938.37416847,896,GO-20171828016,2017,D23,Shooting,2017/10/08 04:00:00+00,6,Kingsview Village-The Westway (6),43.6987343,-79.5522308,497
-8855797.90373637,5427057.48674191,897,GO-20171864268,2017,D31,Shooting,2017/10/14 04:00:00+00,21,Humber Summit (21),43.751442,-79.5529861,498
-8832492.25551897,5420284.70108831,898,GO-20171897265,2017,D53,Stabbing,2017/10/20 04:00:00+00,55,Thorncliffe Park (55),43.7074776,-79.3436279,499
-8841599.30306077,5414170.84234939,899,GO-20171856631,2017,D14,Other,2017/10/13 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),43.6677628,-79.4254379,500
-8828185.46026747,5421595.38459315,900,GO-20171954551,2017,D54,Stabbing,2017/10/28 04:00:00+00,43,Victoria Village (43),43.7159882,-79.3049393,501
-8819448.70587985,5439143.30803236,701,1786165,2006,D42,Shooting,2006/07/12 04:00:00+00,131,Rouge (131),43.8298149,-79.2264557,502
-8842919.9641037,5412095.82636612,502,4212793,2012,D11,Shooting,2012/01/27 05:00:00+00,83,Dufferin Grove (83),43.6542778,-79.4373016,503
-8823557.61960452,5421067.7992418,702,4140412,2011,D41,Other,2011/10/17 04:00:00+00,120,Clairlea-Birchmount (120),43.7125626,-79.2633667,504
-8841597.61100451,5427986.374151,503,4085703,2012,D32,Shooting,2012/02/20 05:00:00+00,38,Lansing-Westgate (38),43.7574692,-79.4254227,505
-8841597.61100451,5427986.374151,504,4085703,2012,D32,Shooting,2012/02/20 05:00:00+00,38,Lansing-Westgate (38),43.7574692,-79.4254227,506
-8841311.39746173,5410089.94359147,703,3405116,2011,D14,Other,2011/10/07 04:00:00+00,84,Little Portugal (84),43.6412392,-79.4228516,507
-8829331.16046671,5432152.24526744,505,4370907,2012,D42,Other,2012/02/29 05:00:00+00,117,L'Amoreaux (117),43.7844925,-79.3152313,508
-8854608.88912326,5429679.77851098,704,4913786,2013,D31,Shooting,2013/02/24 05:00:00+00,21,Humber Summit (21),43.7684555,-79.542305,509
-8840102.83514604,5429248.74882793,506,4334336,2012,D32,Other,2012/03/11 05:00:00+00,51,Willowdale East (51),43.7656593,-79.4119949,510
-8839970.3426881,5429876.18563665,705,5000885,2013,D32,Shooting,2013/06/16 04:00:00+00,51,Willowdale East (51),43.7697296,-79.4108047,511
-8840532.58404025,5416061.93637095,507,3844704,2010,D13,Stabbing,2010/06/12 04:00:00+00,96,Casa Loma (96),43.6800499,-79.4158554,512
-8859454.14788368,5426985.76508836,706,GO-20131032372,2013,D23,Shooting,2013/11/24 05:00:00+00,2,Mount Olive-Silverstone-Jamestown (2),43.7509766,-79.5858307,513
-8852086.46738552,5411345.76545134,508,4445252,2012,D22,Stabbing,2012/03/23 04:00:00+00,15,Kingsway South (15),43.6494026,-79.5196457,514
-8847946.97419673,5416629.16614762,707,3386271,2009,D12,Other,2009/05/20 04:00:00+00,111,Rockcliffe-Smythe (111),43.6837349,-79.48246,515
-8843603.6550203,5413803.35283243,509,3662181,2010,D14,Other,2010/05/08 04:00:00+00,93,Dovercourt-Wallace Emerson-Junction (93),43.6653748,-79.4434433,516
-8832242.56590112,5420368.12059516,708,GO-20143392120,2014,D53,Stabbing,2014/11/29 05:00:00+00,55,Thorncliffe Park (55),43.7080193,-79.3413849,517
-8846936.30453982,5409964.9460894,510,3568162,2010,D11,Stabbing,2010/05/29 04:00:00+00,87,High Park-Swansea (87),43.6404266,-79.473381,518
-8832242.56590112,5420368.12059516,709,GO-20143392120,2014,D53,Stabbing,2014/11/29 05:00:00+00,55,Thorncliffe Park (55),43.7080193,-79.3413849,519
-8851220.17910817,5403645.0541127,511,3711024,2010,D22,Other,2010/06/12 04:00:00+00,18,New Toronto (18),43.5993271,-79.5118637,520
-8832242.56590112,5420368.12059516,710,GO-20143392120,2014,D53,Stabbing,2014/11/29 05:00:00+00,55,Thorncliffe Park (55),43.7080193,-79.3413849,521
-8856428.0945057,5418248.24851766,512,3786264,2010,D23,Stabbing,2010/06/29 04:00:00+00,6,Kingsview Village-The Westway (6),43.694252,-79.5586472,522
-8837216.06471494,5412244.31647688,711,GO-20143310199,2014,D52,Shooting,2014/11/16 05:00:00+00,76,Bay Street Corridor (76),43.6552429,-79.3860626,523
-8850561.12319488,5415454.81591413,513,3773164,2010,D12,Stabbing,2010/06/30 04:00:00+00,111,Rockcliffe-Smythe (111),43.6761055,-79.5059433,524
